,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
prob[802],0.3744790235,0.0058999323,0.3632250786,0.3853521944,4.80434e-05,3.39825e-05,15081.5942412001,17036.5590359036,1.0001508159
prob[803],0.9924427256,0.0007471893,0.9910271767,0.993810211,5.6428e-06,3.9901e-06,17681.3102474346,19490.6370671188,1.0000168519
prob[804],0.5387411543,0.0094446166,0.5211224337,0.5566512776,7.1715e-05,5.07272e-05,17339.9309112351,18643.4289878144,1.0000923674
prob[805],0.9078981451,0.0038516527,0.9005962286,0.9150358099,2.87731e-05,2.0346e-05,17988.5171729772,19681.3354985413,1.0000227176
prob[806],0.7683542985,0.0042411268,0.7604449225,0.77636186,3.12643e-05,2.21075e-05,18428.1384643452,19882.675494348,1.0000093923
prob[807],0.4420782906,0.0023601615,0.4376481388,0.4464806513,1.92891e-05,1.36411e-05,14971.6769984782,17023.4163761396,1.0001060938
prob[808],0.9406913819,0.0033634356,0.9340866689,0.9467179386,2.17627e-05,1.53888e-05,23936.4856619229,21188.587999931,0.999973307
prob[809],0.6343666435,0.0029958346,0.6287257119,0.6399407425,1.93178e-05,1.366e-05,24077.5724101094,20971.4422121777,0.999977128
prob[810],0.8448892239,0.0049408613,0.8356150585,0.8541624604,3.18973e-05,2.25551e-05,24021.0072376868,21253.5815369403,0.9999828034
prob[811],0.7756386447,0.0043283377,0.7674553348,0.7836868493,3.21907e-05,2.27626e-05,18103.3836309031,19854.9958636669,1.0000185328
prob[812],0.4920512985,0.0011278839,0.4899237171,0.4941711111,8.9199e-06,6.3077e-06,15985.5117871296,18027.5736761041,1.0001835561
prob[813],0.9133599552,0.0043381719,0.9053445873,0.9215583668,2.79789e-05,1.97843e-05,24080.5035102536,21023.784451951,0.9999797243
prob[814],0.9994477513,8.48977e-05,0.999284001,0.9995978188,6.43e-07,4.547e-07,17671.3988088159,19515.7769492593,1.0000153091
prob[815],0.7477697323,0.0084986358,0.7320325513,0.7639350216,5.85956e-05,4.14384e-05,21042.8097674753,20035.3165276979,1.0000276772
prob[816],0.9834830123,0.0013133063,0.9809930749,0.9859198546,9.6566e-06,6.8283e-06,18704.996520157,20141.815851648,0.9999984849
prob[817],0.6706020233,0.0031674262,0.6648353988,0.676772785,2.09643e-05,1.48242e-05,22836.9017331095,20925.9238611737,0.9999601491
prob[818],0.7749384485,0.0072011799,0.7615360173,0.7884920711,4.81635e-05,3.40578e-05,22374.5754867039,20829.2331786003,1.0000552595
prob[819],0.74541073,0.0050701877,0.7357845921,0.7547572312,3.27891e-05,2.3186e-05,23933.990173162,20618.7469917705,1.0000209072
prob[820],0.208224152,0.0054107452,0.1985659406,0.2188458718,4.32388e-05,3.05932e-05,15670.8312622047,17287.3074456322,1.0000389902
prob[821],0.5047320828,0.0010751003,0.5027303077,0.5067740308,8.1523e-06,5.7648e-06,17387.4950005555,18763.2631331116,1.0000951456
prob[822],0.9900475961,0.0008965947,0.9883510403,0.9917168724,6.0866e-06,4.304e-06,21856.9986261056,20436.7083287574,0.9999671599
prob[823],0.9610990205,0.0025532276,0.9562791944,0.9658727108,1.65883e-05,1.17298e-05,23758.7216713881,21155.5791034456,0.9999571976
prob[824],0.8811023038,0.0041007081,0.8731379284,0.8885844438,2.89927e-05,2.05013e-05,20047.9348669727,20501.7828000533,0.9999631683
prob[825],0.8638845643,0.0061162641,0.8523759105,0.8753189879,4.00579e-05,2.83255e-05,23335.4715286601,20640.6330167911,1.0000343106
prob[826],0.9903662196,0.0008881873,0.9887176015,0.9920373808,6.6364e-06,4.6927e-06,18097.647093969,19823.8176414964,1.0000169552
prob[827],0.9043994674,0.0038874983,0.8969757718,0.9115582893,2.88982e-05,2.04345e-05,18178.689024782,19928.0693501291,1.0000239154
prob[828],0.6808850631,0.0039317109,0.6735204995,0.6882329339,2.53668e-05,1.79375e-05,24048.2020870276,20855.7716037352,0.9999876472
prob[829],0.9713798846,0.0020329653,0.9674710454,0.9751097,1.33016e-05,9.4058e-06,23439.9003581805,20873.013142547,0.9999494843
prob[830],0.897743968,0.0041623401,0.8897518283,0.9054059356,2.7156e-05,1.92024e-05,23534.3862577845,20889.5060492423,0.9999475152
prob[831],0.7428955403,0.0039606707,0.7352627203,0.7501730886,2.79555e-05,1.97678e-05,20087.1554868476,20535.1928677826,0.9999641695
prob[832],0.4287857832,0.0015423293,0.4258804093,0.4316640756,1.19757e-05,8.4689e-06,16587.9083708355,18496.3784052424,0.999997465
prob[833],0.8286514694,0.0044366867,0.8202457122,0.8369843923,2.9892e-05,2.11371e-05,22062.0610084664,20663.3154192648,0.9999717957
prob[834],0.954045161,0.0026370062,0.9491508487,0.9590751302,1.77926e-05,1.25815e-05,22058.2331582539,20640.8595862976,0.9999730198
prob[835],0.6265484892,0.0041415426,0.618876823,0.6343863125,2.7811e-05,1.96672e-05,22203.9855185195,20875.0306277447,1.0000443137
prob[836],0.6820809403,0.0054944745,0.6719999249,0.6925701142,3.67224e-05,2.59696e-05,22411.8396397698,20840.2546487696,1.0000521638
prob[837],0.9564896395,0.0025358136,0.9518060712,0.9613618716,1.72449e-05,1.21941e-05,21709.2017289658,20613.7200906792,0.9999624401
prob[838],0.9982423995,0.0002210547,0.9978244427,0.9986483478,1.6356e-06,1.1565e-06,18610.9804678182,19945.7070412032,0.9999976795
prob[839],0.523931092,0.0015386466,0.5210027153,0.5267886484,1.10802e-05,7.8355e-06,19289.6148196119,19741.7509569505,1.000057953
prob[840],0.9988152933,0.0001593483,0.9985173981,0.9991097482,1.1862e-06,8.388e-07,18368.0805048537,19896.9845934441,1.0000048108
prob[841],0.5153906747,0.0066550805,0.502679822,0.5277566811,5.08951e-05,3.59966e-05,17088.5913954581,18462.1527641078,1.0001192114
prob[842],0.6029055245,0.0029819864,0.597298065,0.6084714838,1.96762e-05,1.39141e-05,22990.955201755,20763.6238805407,1.0000378034
prob[843],0.9647995237,0.0023367791,0.9602564689,0.9690410083,1.52796e-05,1.08044e-05,23464.0977738814,20985.9565663599,0.9999504989
prob[844],0.4842284612,0.0021312519,0.4802464697,0.4882747833,1.68696e-05,1.19297e-05,15952.4251544475,18036.1599284071,1.0001889199
prob[845],0.9017062112,0.0038867534,0.8943436138,0.9089398465,2.85383e-05,2.018e-05,18634.25140189,19998.2697243533,0.9999976348
prob[846],0.9244377738,0.0037496277,0.917223349,0.9313067473,2.43212e-05,1.71979e-05,23817.2364677105,21083.1225780955,0.9999672993
prob[847],0.5423556441,0.0025754433,0.5373526952,0.5470450755,1.84652e-05,1.30581e-05,19454.767910608,19971.057367758,1.0000514154
prob[848],0.7285080219,0.0042217904,0.7205255647,0.7363664887,2.73316e-05,1.93266e-05,23883.3891893232,20989.9050883298,0.9999690062
prob[849],0.9966216561,0.0003859799,0.9958975941,0.997335517,2.8918e-06,2.0448e-06,18035.1174234188,19706.6447685482,1.0000178217
prob[850],0.2159794869,0.0056646954,0.2055793108,0.2267900922,4.56304e-05,3.22853e-05,15423.9648121409,17296.1818848507,1.0000792442
prob[851],0.4548362272,0.0084974014,0.4387237175,0.4707505647,6.68326e-05,4.72754e-05,16163.1362539457,18062.5599045111,1.0001829349
prob[852],0.6013884771,0.0019934774,0.5977808728,0.6052907607,1.31713e-05,9.3136e-06,22913.3912751758,20980.2294597584,0.9999573116
prob[853],0.6372563282,0.0026096314,0.6323415376,0.6421280007,1.93802e-05,1.37041e-05,18129.5826822711,19906.9922067924,1.0000198297
prob[854],0.4191176942,0.0020585246,0.4152857299,0.4229910361,1.65708e-05,1.17187e-05,15431.7650074855,17312.2055186291,1.000076692
prob[855],0.3122179166,0.0062155783,0.3009113772,0.3241990518,5.08529e-05,3.59734e-05,14946.2288834564,17043.8393697661,1.0000933516
prob[856],0.7325422616,0.0053727193,0.7223079971,0.7424634917,3.50459e-05,2.47815e-05,23524.8007082387,20628.8024117486,1.0000447781
prob[857],0.4350455689,0.0045856701,0.4263497192,0.4435861478,3.69241e-05,2.61146e-05,15415.7933612377,17642.2501102582,1.0001844958
prob[858],0.5450809649,0.0021896883,0.5409015423,0.5491319715,1.53741e-05,1.08717e-05,20286.477421263,20087.1356194389,1.0000470588
prob[859],0.5957757557,0.0019661703,0.5920358835,0.5994322412,1.27952e-05,9.0476e-06,23635.3284369453,20981.804505255,0.9999486348
prob[860],0.9855922399,0.0011950062,0.9833191167,0.9877938608,8.8598e-06,6.2649e-06,18398.0987422916,19913.8821736293,1.0000111734
prob[861],0.6800695961,0.0034095451,0.6736962712,0.6865230515,2.22699e-05,1.57474e-05,23463.0458324731,20947.3731250411,0.9999470723
prob[862],0.3022519987,0.0066503924,0.2900841306,0.3150194347,5.44123e-05,3.84934e-05,14947.5422957863,16928.649737914,1.0000959685
prob[863],0.5130718707,0.0026874259,0.5080814287,0.5181855151,2.03381e-05,1.43828e-05,17455.3987091444,18643.896220819,1.0000946658
prob[864],0.8146580933,0.0045309934,0.8063585818,0.8234199735,2.9891e-05,2.11364e-05,23007.9686282806,20882.2309827738,0.9999602356
prob[865],0.7285080219,0.0042217904,0.7205255647,0.7363664887,2.73316e-05,1.93266e-05,23883.3891893232,20989.9050883298,0.9999690062
prob[866],0.523931092,0.0015386466,0.5210027153,0.5267886484,1.10802e-05,7.8355e-06,19289.6148196119,19741.7509569505,1.000057953
prob[867],0.6464830012,0.0086459065,0.6296383212,0.6621919301,6.21094e-05,4.39284e-05,19371.8309637149,19867.0614905407,1.0000621112
prob[868],0.2575694999,0.0058011576,0.2471202875,0.2688591722,4.71503e-05,3.33568e-05,15146.2426110019,17314.5403402108,1.0000946421
prob[869],0.897743968,0.0041623401,0.8897518283,0.9054059356,2.7156e-05,1.92024e-05,23534.3862577845,20889.5060492423,0.9999475152
prob[870],0.5270065326,0.0044728205,0.5186270386,0.5354160139,3.36697e-05,2.38113e-05,17635.8677166714,18841.6519556169,1.0000927565
prob[871],0.810953076,0.006116025,0.7997310559,0.8226687792,3.99287e-05,2.82342e-05,23483.0243265681,20572.679720103,1.0000472393
prob[872],0.3022519987,0.0066503924,0.2900841306,0.3150194347,5.44123e-05,3.84934e-05,14947.5422957863,16928.649737914,1.0000959685
prob[873],0.9133599552,0.0043381719,0.9053445873,0.9215583668,2.79789e-05,1.97843e-05,24080.5035102536,21023.784451951,0.9999797243
prob[874],0.3744790235,0.0058999323,0.3632250786,0.3853521944,4.80434e-05,3.39825e-05,15081.5942412001,17036.5590359036,1.0001508159
prob[875],0.5423556441,0.0025754433,0.5373526952,0.5470450755,1.84652e-05,1.30581e-05,19454.767910608,19971.057367758,1.0000514154
prob[876],0.6265484892,0.0041415426,0.618876823,0.6343863125,2.7811e-05,1.96672e-05,22203.9855185195,20875.0306277447,1.0000443137
prob[877],0.9564896395,0.0025358136,0.9518060712,0.9613618716,1.72449e-05,1.21941e-05,21709.2017289658,20613.7200906792,0.9999624401
prob[878],0.9994477513,8.48977e-05,0.999284001,0.9995978188,6.43e-07,4.547e-07,17671.3988088159,19515.7769492593,1.0000153091
prob[879],0.5957757557,0.0019661703,0.5920358835,0.5994322412,1.27952e-05,9.0476e-06,23635.3284369453,20981.804505255,0.9999486348
prob[880],0.9936487874,0.0006270253,0.992475455,0.9948260882,4.3064e-06,3.0451e-06,21371.9930619973,20565.7578062436,0.9999499066
prob[881],0.6706020233,0.0031674262,0.6648353988,0.676772785,2.09643e-05,1.48242e-05,22836.9017331095,20925.9238611737,0.9999601491
prob[882],0.8811023038,0.0041007081,0.8731379284,0.8885844438,2.89927e-05,2.05013e-05,20047.9348669727,20501.7828000533,0.9999631683
prob[883],0.9928956547,0.000684167,0.9916359395,0.9942067507,4.9422e-06,3.4947e-06,19327.2085793867,20475.8453068363,0.9999754753
prob[884],0.4842284612,0.0021312519,0.4802464697,0.4882747833,1.68696e-05,1.19297e-05,15952.4251544475,18036.1599284071,1.0001889199
prob[885],0.4920512985,0.0011278839,0.4899237171,0.4941711111,8.9199e-06,6.3077e-06,15985.5117871296,18027.5736761041,1.0001835561
prob[886],0.9713798846,0.0020329653,0.9674710454,0.9751097,1.33016e-05,9.4058e-06,23439.9003581805,20873.013142547,0.9999494843
prob[887],0.9966216561,0.0003859799,0.9958975941,0.997335517,2.8918e-06,2.0448e-06,18035.1174234188,19706.6447685482,1.0000178217
prob[888],0.7477697323,0.0084986358,0.7320325513,0.7639350216,5.85956e-05,4.14384e-05,21042.8097674753,20035.3165276979,1.0000276772
prob[889],0.4350455689,0.0045856701,0.4263497192,0.4435861478,3.69241e-05,2.61146e-05,15415.7933612377,17642.2501102582,1.0001844958
prob[890],0.9982423995,0.0002210547,0.9978244427,0.9986483478,1.6356e-06,1.1565e-06,18610.9804678182,19945.7070412032,0.9999976795
prob[891],0.9914191663,0.0008182533,0.9898734494,0.9929269958,6.1473e-06,4.3469e-06,17882.161689517,19560.1610948041,1.0000236113
prob[892],0.6029055245,0.0029819864,0.597298065,0.6084714838,1.96762e-05,1.39141e-05,22990.955201755,20763.6238805407,1.0000378034
